document_index	document	synthetic_query	__index_level_0__	Context_Relevance_Label	generated_answer	Answer_Faithfulness_Label	Answer_Relevance_Label
8850	David Mordechai Packouz ( born February 16, 1982) is an American former arms dealer, musician, inventor and entrepreneur. In 2005, Packouz (23 years old at the time) joined Efraim Diveroli (19 years old at the time) in Diveroli's arms company AEY Inc. By the end of 2006, the company had won 149 contracts worth around $10.5 million. In early 2007, AEY secured a nearly $300 million U.S. government contract to supply the Afghan Army with 100 million rounds of AK-47 ammunition, millions of rounds for SVD Dragunov sniper rifles, aviation rockets and other munitions. The ammunition that AEY had secured in Albania to fulfill the contract had originally come from China, violating the terms of AEY's contract with the US Army, which bans Chinese ammunition. Packouz was aware that the products were prohibited and would not be accepted, and was instrumental in the covering up of the origins of the ammunition. As a result of the publicity surrounding the contract and the age of the arms dealers – Packouz was 25 and Diveroli was 21 when AEY landed the ammunition deal – the United States Army began a review of its contracting procedures.	David Packouz was involved in a company that won contracts worth millions of dollars.	8169.0	Yes	REFUTES	No	No
5957	Tourette published an article on hysteria in the German Army, which angered Bismarck, and a further article about unhygienic conditions in the floating hospitals on the river Thames. With Gabriel Legué he analyzed abbess Jeanne des Anges' account of her hysteria that was allegedly based on her unrequited love for a priest Urbain Grandier, who was later burned for witchcraft.	Tourette published an article about hysteria.	9770.0	Yes	SUPPORTS	Yes	Yes
14618	On the morning of September 11, 2001, Al-Qaeda-affiliated hijackers flew two Boeing 767 jets into the North and South Towers within minutes of each other; two hours later, both towers collapsed. The attacks killed 2,606 people in and within the vicinity of the towers, as well as all 157 on board the two aircraft. Falling debris from the towers, combined with fires that the debris initiated in several surrounding buildings, led to the partial or complete collapse of all the buildings in the complex, and caused catastrophic damage to ten other large structures in the surrounding area.	The buildings in the complex collapsed on September 11, 2001.	443.0	Yes	SUPPORTS	Yes	Yes
18466	"In addition to acting, Bell has a career in music starting in the early 2000s, at the time of his appearances on ""The Amanda Show"", with a band named Drake 24/7. He also co-wrote and performed the theme song to ""Drake & Josh"", entitled ""Found a Way"". In 2005 he independently released his debut album, ""Telegraph"", released under Bell's own name. His second album, ""It's Only Time"", was released in 2006 after signing with Universal Motown Records and debuted at #81 on the ""Billboard"" 200, selling over 23,000 copies during its first week of release. ""It's Only Time"" has sold 178,000 copies in the United States as of 2012. His first video album, ""Drake Bell in Concert"", was released in 2008. It debuted at #81 on the Top 100 Mexican Albums Chart. Bell released an EP in 2011 called ""A Reminder"" independently. In 2014, Bell released his third album, ""Ready Steady Go!"" under indie label Surfdog Records. ""Ready Steady Go!"" debuted at #182 on the ""Billboard"" 200, and sold 2,000 copies in its first week of release."	Drake Bell has released at least one album.	8715.0	Yes	REFUTES	No	No
22233	Edward Theodore Gein (; August 27, 1906 – July 26, 1984), also known as the Butcher of Plainfield or the Plainfield Ghoul, was an American murderer and body snatcher. His crimes, committed around his hometown of Plainfield, Wisconsin, gathered widespread notoriety after authorities discovered Gein had exhumed corpses from local graveyards and fashioned trophies and keepsakes from their bones and skin. Gein confessed to killing two women; tavern owner Mary Hogan in 1954, and a Plainfield hardware store owner, Bernice Worden, in 1957. Gein was initially found unfit to stand trial and confined to a mental health facility. In 1968, Gein was found guilty but legally insane of the murder of Worden, and was remanded to a psychiatric institution. He died at Mendota Mental Health Institute of cancer of the liver and respiratory failure, on July 26, 1984, age 77. He is buried next to his family in the Plainfield Cemetery, in a now-unmarked grave.	Edward Theodore Gein was found guilty of murder.	6290.0	Yes	SUPPORTS	Yes	Yes
23129	"After the release of his previous film ""Magnolia"" (which ran over three hours), Anderson stated that he would like to work with Adam Sandler in the future and that he was determined to make his next film ninety minutes long. The film was produced by Revolution Studios and New Line Cinema, and distributed by Columbia Pictures; it features the video art of Jeremy Blake in the form of visual interludes. The film received positive reviews from critics, with Sandler's performance receiving critical praise, but failed to recoup its production budget at the box office."	The film was produced by Revolution Studios and New Line Cinema.	9801.0	Yes	SUPPORTS	Yes	Yes
15733	YouTube and selected creators earn advertising revenue from Google AdSense, a program which targets ads according to site content and audience. The vast majority of its videos are free to view, but there are exceptions, including subscription-based premium channels, film rentals, as well as YouTube Music and YouTube Premium, subscription services respectively offering premium and ad-free music streaming, and ad-free access to all content, including exclusive content commissioned from notable personalities. , there were more than 400 hours of content uploaded to YouTube each minute, and one billion hours of content being watched on YouTube every day. , the website is ranked as the second-most popular site in the world, according to Alexa Internet. , more than 500 hours of video content are uploaded to YouTube every minute.	YouTube is ranked as one of the most popular sites in the world.	15215.0	Yes	REFUTES	No	No
14914	"McGraw has ventured into acting, with supporting roles in ""The Blind Side"" (with Sandra Bullock), ""Friday Night Lights"", ""The Kingdom"", ""Tomorrowland"", and ""Four Christmases"" (with Vince Vaughn and Reese Witherspoon), and ""The Shack"", and lead roles in ""Flicka"" (2006) and ""Country Strong"" (2010). He was a minority owner of the Arena Football League's Nashville Kats."	McGraw has acted in multiple films.	4176.0	Yes	SUPPORTS	Yes	Yes
17755	One True Thing is a 1998 American drama film directed by Carl Franklin. It tells the story of a woman who is forced to put her life on hold in order to care for her mother who is dying of cancer. It was adapted by Karen Croner from the novel by Anna Quindlen. The novel and film are based on Anna Quindlen's real life struggle with the death of her mother, Prudence Pantano Quindlen, from ovarian cancer in 1972.	One True Thing is a film adaptation of a novel.	4608.0	Yes	SUPPORTS	Yes	Yes
18839	Tiber claims in the book that he was approached on several occasions by underworld characters, some of whom made threats, and that he and his parents had to physically fend them off, with the help of a transvestite named Velma. He also describes rowing out into the middle of White Lake, near the festival site, to pay off underworld characters.	Tiber has a family.	14295.0	Yes	REFUTES	No	No
651	"The Challenge XXX: Dirty 30 (often promoted as The Challenge XXX) is the thirtieth season of the MTV reality competition series, ""The Challenge"". It was filmed in Colombia during May and June 2017, with alumni from ""Real World"", ""Road Rules"", ""The Challenge"", and ""Are You the One?"" competing. Jonathan Murray, Gil Goldschein, Scott Freeman, and Fred Birckhead were the executive producers, with Ryan Smith and Danny Wascou serving as co-executive producers."	The Challenge XXX: Dirty 30 is a television season.	12691.0	Yes	SUPPORTS	Yes	Yes
8872	"Formed in 1996, Linkin Park rose to international fame with its debut studio album, ""Hybrid Theory"" (2000), which was certified diamond by the RIAA in 2005, and multi-platinum in several other countries. Its second album, ""Meteora"" (2003), continued the band's success, topping the ""Billboard"" 200 album chart in 2003, and was followed by extensive touring and charity work. Having adapted nu metal and rap metal to a radio-friendly yet densely layered style in its first two albums, the band explored other genres on its third album, ""Minutes to Midnight"" (2007). The album topped the ""Billboard"" charts and had the third-best debut week of any album that year."	The statement: He received a Filmfare Award.		No			
1885	"Randall Mario Poffo (November 15, 1952 – May 20, 2011), better known by his ring name Randy Savage, was an American professional wrestler, actor and color commentator best known for his time in the World Wrestling Federation (WWF, now WWE) and later World Championship Wrestling (WCW). His best known nickname was ""Macho Man""."	Randy Savage was a wrestler.	5851.0	Yes	REFUTES	No	No
17561	"The third classification was the mountains classification. Points were awarded to the riders that reached the summit of the most difficult climbs first. The climbs were categorised as fourth-, third-, second- or first-category and ""hors catégorie"", with the more difficult climbs rated lower. Double points were awarded on the summit finishes on stages 9, 12, 17 and 19. The leader wore a white jersey with red polka dots."	Here is the extracted statement: Rage Against the Machine performed at the Coachella Valley Music and Arts Festival in 2007.		No			
13325	"Despite production struggles, ""Toy Story 2"" opened on November 24, 1999 to wildly successful box office numbers, eventually grossing over $497 million. It received critical acclaim, with a rare 100% rating on the website Rotten Tomatoes, like its predecessor.  It is considered by critics to be one of few sequel films superior to the original and is frequently featured on lists of the greatest animated films ever made. The film has seen multiple home media releases and a theatrical 3-D re-release in 2009, 10 years after its initial release. ""Toy Story 3"" was released in 2010, also a critical and commercial success. ""Toy Story 4"" was released on June 21, 2019, directed by Josh Cooley."	Toy Story 2 received critical acclaim.	21312.0	Yes	REFUTES	No	No
11417	Born in Trieste, Renato Balestra comes from a family of architects and engineers and after a childhood steeped in the Mid-European cultural environment of the area, he too began studying for a degree in civil engineering. However, even from the earliest days of his youth, he dedicated his much of his time to artistic activities, including both painting and music, and devoted several hours a day to studying the piano. He is still a passionate connoisseur of both classical music and opera. It was not until the last year of his engineering studies, however, that he became involved in fashion, creating a design in response to a bet made among friends. Without his knowledge, the result was sent to Milan and, to his great surprise, he was invited to participate in the creation of an haute couture collection. It is fair to say that fashion chose Renato Balestra, rather than Renato Balestra choosing fashion. The move from Milan to Rome was rapid and although still undecided on exactly what path to take, Renato Balestra was convinced that his future lay	Renato Balestra studied civil engineering.	4056.0	Yes	REFUTES	No	No
15780	"""Tie Your Mother Down"" is a song by the British rock band Queen, written by lead guitarist Brian May. It is the opening track and the second single from their 1976 album ""A Day at the Races"". On its original release as a single in 1977 the song peaked at 31 in the UK Singles Chart. More than 20 years later, it was released as a double a-side to ""No-One but You (Only the Good Die Young)"" where it reached 13 in UK Singles Chart. On the album the song is preceded by a one-minute instrumental intro featuring a Shepard tone melody, which is reprised in the ending of ""Teo Torriatte"": this was intended to create a ""circle"" within the album, typical, for example, of Pink Floyd's albums."	Green played for the Brisbane Bears.		No			
11422	Both men and women may serve as missionaries and the church maintains a large missionary program that proselytizes and conducts humanitarian services worldwide. Faithful members adhere to church laws of sexual purity, health, fasting, and Sabbath observance, and contribute ten percent of their income to the church in tithing. The church also teaches about sacred ordinances through which adherents make covenants with God, including baptism, confirmation, the sacrament (holy communion), priesthood ordination, endowment, and celestial marriage (marriage blessings which extend beyond mortality)—all of which are of great significance to church members.	Jiang Wen is a film actor.		No			
17515	The South African Communist Party (SACP) is a communist party in South Africa. It was founded in 1921, was declared illegal in 1950 by the governing National Party, and participated in the struggle to end the apartheid system. It is a partner of the Tripartite Alliance with the African National Congress and the Congress of South African Trade Unions (COSATU) and through this it influences the South African government.	Pocahontas was a Native American woman.		No			
8421	"Artists such as Sleigh Bells, Jamie Lidell, and Kylie Minogue have cited the song as an influence, while artists including Lady Gaga, Peter Andre, OK Go, Mickey Avalon, Usher, and Britney Spears have referenced its music video. Beyoncé, Cheryl Cole, Rihanna and Ciara have also paid homage to its outfit and choreography within live performances. It has inspired the careers of choreographers such as Wade Robson and Travis Payne. Actors including Kate Hudson, Michael K. Williams, and Elizabeth Mathis have studied its music video, with its choreography also used in the film """". It has been covered by Pink, Crystal Kay, and Girls' Generation and has also been performed on ""Glee"", ""The X-Factor"", and ""Britain's Got Talent""."	Lady Gaga has referenced the song's music video.	8619.0	Yes	REFUTES	No	No
16140	After collecting the musicians easily, Harrison found it extremely difficult to get the recording industry to release the rights for performers to share the stage, and millions of dollars raised from the album and film were tied up in IRS tax escrow accounts for years, but the Concert for Bangladesh is recognised as a highly successful and influential humanitarian aid project, generating both awareness and considerable funds as well as providing valuable lessons and inspiration for projects that followed, such as Live Aid.	The entire voice cast from the first film returned for the second film.		No			
23646	"Marcus Morgan Bentley (born 4 October 1967) is a British actor, broadcaster and voice-over artist. Bentley is most known for narrating the UK version of the Dutch reality television programme ""Big Brother"" since its inception in 2000, until the series' end in 2018. He also did other continuity announcements for Channel 4 until he left in July 2011 to continue narrating the revived ""Big Brother"" on Channel 5. Bentley's voice-over work and North East accent has led to him becoming one of Britain's most recognised voices."	Marcus Morgan Bentley is a British actor.	6432.0	Yes	REFUTES	No	No
2294	"""In the End"" received positive reviews by contemporary rock music critics. VH1 ranked it number 84 on its list of the 100 Greatest Songs of the '00s. The song was also ranked number two by ""Loudwire"" on its list of ""Top 21st century Hard Rock songs"". At ""Stylus"" magazine, it was highlighted as a ""nu metal classic"". At ""Kerrang!"", it was included as part of ""The Ultimate Nu Metal Mixtape"". ""NME"", however, was more critical of the song, calling it ""...another slab of gormless MTV rap rock from the bottom of the food chain."""	"""In the End"" was ranked by VH1."	7464.0	Yes	REFUTES	No	No
5885	"Despite receiving mostly mixed reviews from critics, who frequently took umbrage with the effects of Moore's advanced age on his performance, it was a commercial success, with the Duran Duran theme song ""A View to a Kill"" performing well in the charts, becoming the only theme song to reach #1 on the ""Billboard"" Hot 100 and earning a Golden Globe nomination for Best Song."	A View to a Kill theme song reached #1 on the Billboard Hot 100.	12215.0	Yes	REFUTES	No	No
12110	"Goosebumps is a 2015 American horror comedy film directed by Rob Letterman and written by Darren Lemke from a story by Scott Alexander and Larry Karaszewski. The film is based on the children's horror book series of the same name by R. L. Stine and stars Jack Black, Dylan Minnette, Odeya Rush, Amy Ryan, Ryan Lee, and Jillian Bell. The plot follows a teenager trying to save his town with R. L. Stine's help after all monsters, demons and creatures from the ""Goosebumps"" franchise begin to escape from their books, wreaking havoc in the real world."	Goosebumps is a film based on a book series.	20407.0	Yes	REFUTES	No	No
2167	"Nielsen's feature film debut was the Jerry Lewis French film ""Par où t'es rentré ? On t'a pas vu sortir"" in 1984, followed by a role in the Italian mini-series ""Colletti Bianchi"" in 1988. She appeared in the Italian film ""Vacanze di Natale '91"" (1991) and the French film ""Le Paradis Absolument"" (1993)."	Nielsen appeared in an Italian film.	14127.0	Yes	SUPPORTS	Yes	Yes
21691	"The keel for ""Vikrant"" was laid by Defence Minister A.K. Antony at the Cochin Shipyard on 28 February 2009. The ship uses modular construction, with 874 blocks joined together for the hull. By the time the keel was laid, 423 blocks weighing over 8,000 tons had been completed. The construction plan called for the carrier to be launched in 2010, when it would displace some 20,000 tonnes, as a larger displacement could not be accommodated in the building bay. It was planned that after about a year's development in the refit dock, the carrier would be launched when all the major components, including underwater systems, would be in place. Outfitting would then be carried out after launch. As per the Cabinet Committee on Security (CCS), sea trials were initially planned to commence in 2013, with the ship to be commissioned in 2014."	Tamerlan Tsarnaev was a boxer.		No			
21534	"Fuller has produced multiple films that garnished box-office success. Both """" and ""Ouija"" (2014) have each grossed over $100,000,000 worldwide, while ""Teenage Mutant Ninja Turtles"" (2014) has reached as high as $485,000,000. Fuller, along with Platinum Dunes, was named The Hollywood Reporter (THR)'s ""2014's Producers of the Year"". In 2015, the company was named as part of THR's 30 Most Powerful Film Producers in Hollywood. In 2016 the company released """", """" and """"."	"""Ouija"" grossed over $100,000,000 worldwide."	16627.0	Yes	REFUTES	No	No
1263	In August 2006, after a protracted transfer saga, Cole completed a move to rival club Chelsea, with whom he won further honours, including the Premier League in the 2009–10 season, four FA Cups, one Football League Cup and one UEFA Champions League. He was released by Chelsea at the end of the 2013–14 season. With seven winners' medals, Cole has won the FA Cup more times than any other player in history, and is one of two players to have won the Double with two clubs, along with Nicolas Anelka.	Ashley Cole won the FA Cup.	13727.0	Yes	SUPPORTS	Yes	Yes
3218	"Uta Thyra Hagen (12 June 1919 – 14 January 2004) was an American actress and theatre practitioner. She originated the role of Martha in the 1962 Broadway premiere of ""Who's Afraid of Virginia Woolf?"" by Edward Albee (who called her ""a profoundly truthful actress""). Because Hagen was on the Hollywood blacklist, in part because of her association with Paul Robeson, her film opportunities dwindled and she focused her career on New York theatre."	Kim Il-sung is the Eternal President of North Korea.		No			
8421	"Artists such as Sleigh Bells, Jamie Lidell, and Kylie Minogue have cited the song as an influence, while artists including Lady Gaga, Peter Andre, OK Go, Mickey Avalon, Usher, and Britney Spears have referenced its music video. Beyoncé, Cheryl Cole, Rihanna and Ciara have also paid homage to its outfit and choreography within live performances. It has inspired the careers of choreographers such as Wade Robson and Travis Payne. Actors including Kate Hudson, Michael K. Williams, and Elizabeth Mathis have studied its music video, with its choreography also used in the film """". It has been covered by Pink, Crystal Kay, and Girls' Generation and has also been performed on ""Glee"", ""The X-Factor"", and ""Britain's Got Talent""."	The music video of the song has been referenced by Lady Gaga.	8622.0	Yes	REFUTES	No	No
10245	Helmand ( ; Pashto/Dari: هلمند), also known as Hillmand or Helman, and, in ancient times, as Hermand and Hethumand is one of the 34 provinces of Afghanistan, in the south of the country. It is the largest province by area, covering area. The province contains 13 districts, encompassing over 1,000 villages, and roughly 879,500 settled people. Lashkar Gah serves as the provincial capital.	Forest has competed in the top two league tiers during their history.		No			
5719	US Airways Flight 1549 was an Airbus A320 which, in the climbout after takeoff from New York City's LaGuardia Airport on January 15, 2009, struck a flock of Canada geese just northeast of the George Washington Bridge and consequently lost all engine power. Unable to reach any airport, pilots Chesley Sullenberger and Jeffrey Skiles glided the plane to a ditching in the Hudson River off Midtown Manhattan. All 155 people aboard were rescued by nearby boats, and there were few serious injuries.	US Airways Flight 1549 crashed into the Hudson River.	9530.0	Yes	REFUTES	Yes	Yes
21962	"In 1987, Dawkins received a Royal Society of Literature award and a ""Los Angeles Times"" Literary Prize for his book ""The Blind Watchmaker"". In the same year, he received a Sci. Tech Prize for Best Television Documentary Science Programme of the Year for his work on the BBC's ""Horizon"" episode ""The Blind Watchmaker""."	The Blind Watchmaker is a book.	2387.0	Yes	SUPPORTS	Yes	Yes
4908	"The film was made at the height of the Rajesh Khanna's craze and became a ""Super Hit"" at the box office. The music by Laxmikant Pyarelal dominated the charts for the year. The film was later remade into the Telugu film ""Vichitra Jeevitham"" (1978) starring Akkineni Nageswara Rao, Vanisri, and Jayasudha."	Weill Cornell Medicine is a medical college.		No			
6459	For the Cardinal, Vardell rushed for 1,843 yards, scored 37 touchdowns, and never recorded a fumble in his college career. He ranks second in Stanford football history for most rushing touchdowns in a season and third for career rushing touchdowns. Vardell held the record for most rushing yards in a season by a Cardinal running back, with 1084 yards in 1991. His record was broken by Toby Gerhart in 2009 and subsequently Christian McCaffrey in 2015	"""Southern Hospitality"" debuted on the Billboard Hot 100."		No			
11247	Detective Mike Banner invites Chris for an interview in relation to the murder. Beforehand, Chris throws Mrs. Eastby's jewelry and drugs into the river, but by chance her ring bounces on the railing and falls to the pavement. At the police station, Chris lies about his relationship with Nola, but Banner surprises him with her diary, in which he is featured extensively. He confesses his affair but denies any link to the murder, and appeals to the detectives not to involve him further in their investigation as news of the affair may end his marriage just as he and his wife are expecting a baby.	Bongwater is an American film.		No			
3413	"Henry Warren Beatty (""né"" Beaty; born March 30, 1937) is an American actor and filmmaker. He has been nominated for fourteen Academy Awards – four for Best Actor, four for Best Picture, two for Best Director, three for Original Screenplay, and one for Adapted Screenplay – winning Best Director for ""Reds"" (1981). Beatty is the only person to have been nominated for acting in, directing, writing, and producing the same film, and he did so twice: first for ""Heaven Can Wait"" (with Buck Henry as co-director), and again with ""Reds""."	Henry Warren Beatty has won an Academy Award.	12487.0	Yes	SUPPORTS	Yes	Yes
8081	"""See.SZA.Run"" has a diverse musical style that incorporates contemporary urban genres such as soul, hip hop, and minimalist R&B. The EP also takes influences from cloud rap and ethereal R&B as well as using witch house and chillwave elements. The production is characterized as being built over billowing synths, bombing bass and crushed beats."	"""See.SZA.Run"" incorporates soul music."	5698.0	Yes	SUPPORTS	Yes	Yes
11379	"Bhagat Singh became a popular folk hero after his death. Jawaharlal Nehru wrote about him, ""Bhagat Singh did not become popular because of his act of terrorism but because he seemed to vindicate, for the moment, the honour of Lala Lajpat Rai, and through him of the nation. He became a symbol; the act was forgotten, the symbol remained, and within a few months each town and village of the Punjab, and to a lesser extent in the rest of northern India, resounded with his name."" In still later years, Singh, an atheist and socialist in life, won admirers in India from among a political spectrum that included both Communists and right-wing Hindu nationalists. Although many of Singh's associates, as well as many Indian anti-colonial revolutionaries, were also involved in daring acts, and were either executed or died violent deaths, few came to be lionized in popular art and literature to the same extent as Singh."	Probot is a band.		No			
23095	"King first gained attention in 1985 as Brenda Jenkins in the NBC television series ""227"". She would go on to star in both television and film, rising to greater prominence with roles like Dana Jones in ""Friday"" (1995), Marcee Tidwell in ""Jerry Maguire"" (1996), Riley and Huey Freeman on the hit animated series ""The Boondocks"", and Detective Lydia Adams on ""Southland"". For ""Southland"", she earned two Critics' Choice Award nominations for Best Supporting Actress in a Drama Series in 2012 and 2013. In 2018, her performance as Sharon Rivers in the film ""If Beale Street Could Talk"" earned her the Academy Award and Golden Globe Award for Best Supporting Actress."	Regina King won the Academy Award for Best Supporting Actress.	12175.0	Yes	REFUTES	No	No
15464	Although the electric chair has long been a symbol of the death penalty in the United States, its use is in decline due to the rise of lethal injection, which is widely believed to be a more humane method of execution. While some states still maintain electrocution as a method of execution, today it is only maintained as a secondary method that may be chosen over lethal injection at the request of the prisoner, except in Tennessee, where it may be used without input from the prisoner if the drugs for lethal injection are not available. As of 2014, electrocution is an optional form of execution in the states of Alabama, Florida, South Carolina, and Virginia, all of which allow the prisoner to choose lethal injection as an alternative method. In the state of Kentucky, the electric chair has been retired, except for those whose capital crimes were committed prior to March 31, 1998, and who choose electrocution; inmates who do not choose electrocution and inmates who committed their crimes after the designated date are executed by lethal injection. Electrocution is also authorized in Kentucky in the event that lethal injection is found unconstitutional by a court. The electric chair is an alternate form of execution approved for potential use in Arkansas, Mississippi, and Oklahoma if other forms of execution are found unconstitutional in the state at the time of execution.	"""Southern Hospitality"" was released in 2001."		No			
19752	"Mary-Kate Olsen and Ashley Olsen (born June 13, 1986), also known as the Olsen twins as a duo, are American fashion designers and former child actresses. The twins made their acting debut as infants playing Michelle Tanner on the television series ""Full House"". At the age of six, Mary-Kate and Ashley Olsen began starring together in TV, film, and video projects, which continued to their teenage years. Through their company Dualstar, the Olsens joined the ranks of the wealthiest women in the entertainment industry at a young age."	Mary-Kate and Ashley Olsen are American.	19440.0	Yes	REFUTES	No	No
23495	"Hangul was completed in 1443 and published in 1446 along with a 33-page manual titled ""Hunmin Jeong-eum"", explaining what the letters are as well as the philosophical theories and motives behind them. The ""Hunmin Jeong-eum"" purported that anyone could learn Hangul in a matter of days. People previously unfamiliar with Hangul can typically pronounce Korean script accurately after only a few hours of study."	Robert Stephens was a member of a club.		No			
1876	"Honeymoon is the fourth studio album and third major-label record by American singer-songwriter Lana Del Rey. It was released on September 18, 2015, by Polydor Records and Interscope Records, and was produced by Del Rey alongside longtime collaborators Rick Nowels and Kieron Menzies. The album marked a departure from the more guitar-driven instrumentation of Del Rey's previous album ""Ultraviolence"" and a return to the baroque pop of ""Born to Die"" and ""Paradise"". Lyrically, the album touches on themes of tortured romance, bitterness, lust, escapism, and violence."	The 2019 EGU General Assembly had presentations.		No			
8692	Naples' historic city centre is the largest in Europe and a UNESCO World Heritage Site, with a wide range of culturally and historically significant sites nearby, including the Palace of Caserta and the Roman ruins of Pompeii and Herculaneum. Naples is also known for its natural beauties such as Posillipo, Phlegraean Fields, Nisida, and Vesuvius.	Ice-T is an American musician.		No			
23730	"Andrew Moray (Norman French: ""Andreu de Moray""; ), also known as Andrew de Moray, Andrew of Moray, or Andrew Murray, an esquire, was prominent in the Scottish Wars of Independence. He led the rising in north Scotland in the summer of 1297 against the occupation by King Edward I of England, successfully regaining control of the area for King John Balliol. He subsequently merged his forces with those led by William Wallace and jointly led the combined army to victory at the Battle of Stirling Bridge. Moray was mortally wounded in the fighting, dying at an unknown date and place later that year."	Andrew Moray was wounded in battle.	19926.0	Yes	SUPPORTS	Yes	Yes
23089	"The video, directed by Pedro Romhanyi, seems to be a bit of a play on Rob Thomas' increased profile following the 1999 mega-hit, ""Smooth"", since it features other members of the band mistreating him. It starts with him being hit by a car driven by Adam Gaynor. As he lies on the ground, Kyle Cook shows up and empties Thomas of all money in his wallet. After this, Rob recovers from the car hit and walks off, singing the chorus. After the first chorus, he bumps into Paul Doucette. Rob sings a few more lines to a clearly unimpressed Paul, who basically shoves Rob out of his way. At this point Rob walks off again, singing the second chorus, and the wind seems to hit him stronger than it hits other people. He then heads into an alley where day and night intermix. He is assaulted yet again, at which point, Brian Yale shows up apparently to help him off the ground. Rob refuses the hand and walks off, eventually leaving the alleyway and emerging back into the daylight, when the events seem to recur from the beginning of the video."	The music video for a Rob Thomas song features a storyline where Rob Thomas is mistreated by other members of the band.	10475.0	Yes	REFUTES	No	No
8388	"The song reached number four on the Italian Singles Chart, where it was eventually certified Platinum by the Federation of the Italian Music Industry, for sales of over 15,000 digital copies. In Spain, the single peaked at number five on the sales chart, according to PROMUSICAE. In Austria, it became a number-one on the Ö3 Austria Top 40, while in Germany and Switzerland it reached numbers two and three, respectively. In the Belgian Ultratop 50, ""Roar"" peaked at number five in Flanders and number seven in Wallonia. In France the song peaked at number six. The single also reached the top five in Norway. ""Roar"" found placings among the top-ten of the airplay charts in Czech Republic, Hungary, and Slovakia. Within the unofficial digital charts of Greece, Luxembourg and Portugal, compiled outside of the respective countries by ""Billboard"", ""Roar"" peaked at number two in both the Greece and Luxembourg charts and at number eight in the Portuguese chart."	The Concert for Bangladesh generated awareness.		No			
6	Kuthampally is a village in the Thiruvilwamala Gramapanchayath of Thalapilly Taluk of Thrissur District in Kerala. Historically, Kuthampally was the original centre for the weaving of these clothing products. Kuthampally became the center of this tradition after weavers from Karnataka were brought in the eighteenth century by then rulers of Cochin Kingdom and settled in Kuthampally to weave clothing materials exclusively for the members of the royal family.	The SpongeBob SquarePants Movie is a film based on a television series.		No			
22643	Henry suffered an untimely death in a jousting tournament held to celebrate the Peace of Cateau-Cambrésis. The king's surgeon, Ambroise Paré, was unable to cure the infected wound inflicted by Gabriel de Montgomery, the captain of his Scottish Guard. He was succeeded in turn by three of his sons, whose ineffective reigns helped to spark the French Wars of Religion between Protestants and Catholics.	Anushka Sharma made her acting debut opposite Shah Rukh Khan.		No			
23478	"In 1776 Neefe joined the Seyler theatrical company of Abel Seyler (then) in Dresden, and inherited the position of musical director from his mentor, Hiller. He later became court organist in Bonn and was the principal piano teacher of Ludwig van Beethoven. He helped Beethoven produce some of his first works. His best known work was a Singspiel called ""Adelheit von Veltheim"" (1780). In Bonn, Neefe became prefect of the local chapter of the Illuminati, the . He died in Dessau."	Neefe was a music teacher.	15645.0	Yes	REFUTES	No	No
5315	"Tracy Lauren Marrow (born February 16, 1958), better known by his stage name Ice-T, is an American musician, rapper, songwriter, actor, record producer, and author. He began his career as an underground rapper in the 1980s and was signed to Sire Records in 1987, when he released his debut album ""Rhyme Pays""; the second hip-hop album to carry an explicit content sticker after Slick Rick's ""La Di Da Di"". The following year, he founded the record label Records (named after his collective of fellow hip-hop artists called the """") and released another album, ""Power"", which went on to go Platinum. He also released several other albums that went Gold."	Ice-T is a musician.	8664.0	Yes	SUPPORTS	Yes	Yes
2538	"The film received positive reviews from critics in India and overseas. The film was praised for its direction, cinematography, and the chemistry between its lead actors. Khan and Sharma were lauded for their performances, though the movie's predictable plot drew criticism. At the end of its theatrical run, ""Jab Tak Hai Jaan"" received a number of awards, including four Filmfare Awards, which included awards for Best Supporting Actress (Anushka Sharma) and Best Lyrics for Gulzar."	The film Jab Tak Hai Jaan received Filmfare Awards.	19723.0	Yes	REFUTES	No	No
4658	Little is known about his life. Aristotle was born in the city of Stagira in Northern Greece. His father, Nicomachus, died when Aristotle was a child, and he was brought up by a guardian. At seventeen or eighteen years of age, he joined Plato's Academy in Athens and remained there until the age of thirty-seven (c. 347 BC). Shortly after Plato died, Aristotle left Athens and, at the request of Philip II of Macedon, tutored Alexander the Great beginning in 343 BC. He established a library in the Lyceum which helped him to produce many of his hundreds of books on papyrus scrolls. Though Aristotle wrote many elegant treatises and dialogues for publication, only around a third of his original output has survived, none of it intended for publication.	Aristotle had a guardian.	19119.0	Yes	REFUTES	No	No
12498	BULLET::::- Qi Zhenjun () is the founder of the Mount Changbai Sect (長白山派). In his younger days, he challenged Reverend Huiming to a duel but was refused, causing him to have a false impression that he was better than Huiming. He encountered Lian Nichang later and was defeated by her and driven away. He spent 50 years improving his skills in the Changbai Mountains and becomes a formidable swordsman. He returns to assist the Qing government in dealing with the rebels. He is severely injured by Shi Tiancheng in a fight and is eventually slain by Xin Longzi.	Qi Zhenjun founded the Mount Changbai Sect.	22707.0	Yes	REFUTES	No	No
